test_id,category,query,fixture,expected_classification,actual_classification,actual_count,programmatic_count,mole_hash,canonical_sha256,visual_pass,screenshot,duration_ms,notes
"A-001","A","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/A/A-001__PASS.png","8100",""
"A-002","A","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/A/A-002__EMPTY_VALID.png","913",""
"A-003","A","enabled","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/A/A-003__PASS.png","1845",""
"A-004","A","present","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/A/A-004__PASS.png","1501",""
"A-005","A","visible","tests/fixtures/mini-protein.pdb","MISSING_DEPENDENCY","PASS","11","0","","","true","verification/selection-exhaustive/evidence/A/A-005__PASS.png","1513",""
"A-006","A","polymer","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/A/A-006__PASS.png","1510",""
"A-007","A","polymer.protein","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/A/A-007__PASS.png","1490",""
"A-008","A","polymer.nucleic","tests/fixtures/mini-protein.pdb","MISSING_DEPENDENCY","IMPLEMENTED_WITH_LIMITATION","0","0","","","true","verification/selection-exhaustive/evidence/A/A-008__IMPLEMENTED_WITH_LIMITATION.png","507",""
"A-009","A","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/A/A-009__PASS.png","1459",""
"A-010","A","inorganic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/A/A-010__PASS.png","1522",""
"A-011","A","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/A/A-011__PASS.png","1503",""
"A-012","A","metals","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/A/A-012__PASS.png","1470",""
"A-013","A","hydrogens","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/A/A-013__EMPTY_VALID.png","645",""
"A-014","A","hetatm","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/A/A-014__PASS.png","1474",""
"A-015","A","backbone","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/A/A-015__PASS.png","1373",""
"A-016","A","sidechain","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/A/A-016__EMPTY_VALID.png","631",""
"A-017","A","guide","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/A/A-017__PASS.png","1422",""
"A-018","A","bonded","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","10","10","","","true","verification/selection-exhaustive/evidence/A/A-018__PASS.png","1433",""
"A-019","A","donors","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","7","7","","","true","verification/selection-exhaustive/evidence/A/A-019__PASS.png","1602",""
"A-020","A","acceptors","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/A/A-020__PASS.png","1532",""
"AA-001","AA","show cartoon, polymer.protein","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","PASS","8","","","","true","verification/selection-exhaustive/evidence/AA/AA-001__PASS.png","1404",""
"AA-002","AA","rep cartoon","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","PASS","8","","","","true","verification/selection-exhaustive/evidence/AA/AA-002__PASS.png","1535",""
"AA-003","AA","hide cartoon, polymer.protein","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","PASS","8","","","","true","verification/selection-exhaustive/evidence/AA/AA-003__PASS.png","1507",""
"AA-004","AA","rep cartoon","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","EMPTY_VALID","0","","","","true","verification/selection-exhaustive/evidence/AA/AA-004__EMPTY_VALID.png","590",""
"AB-001","AB","color blue, chain A","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","PASS","11","","","","true","verification/selection-exhaustive/evidence/AB/AB-001__PASS.png","1235",""
"AB-002","AB","color blue","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","PASS","12","","","","true","verification/selection-exhaustive/evidence/AB/AB-002__PASS.png","1253",""
"AB-003","AB","color red, chain A","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","PASS","11","","","","true","verification/selection-exhaustive/evidence/AB/AB-003__PASS.png","1417",""
"AB-004","AB","color blue","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","PASS","12","","","","true","verification/selection-exhaustive/evidence/AB/AB-004__PASS.png","1288",""
"AB-005","AB","color red","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","PASS","12","","","","true","verification/selection-exhaustive/evidence/AB/AB-005__PASS.png","1431",""
"AC-001","AC","select active_site, byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","PASS","8","0","","","true","verification/selection-exhaustive/evidence/AC/AC-001__PASS.png","2090",""
"AC-002","AC","active_site","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","PASS","8","0","","","true","verification/selection-exhaustive/evidence/AC/AC-002__PASS.png","1557",""
"AC-003","AC","%active_site","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","PASS","8","0","","","true","verification/selection-exhaustive/evidence/AC/AC-003__PASS.png","1540",""
"AC-004","AC","?active_site","tests/fixtures/mini-protein.pdb","VALID_EMPTY","PASS","8","0","","","true","verification/selection-exhaustive/evidence/AC/AC-004__PASS.png","1345",""
"AC-005","AC","?does_not_exist","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AC/AC-005__EMPTY_VALID.png","620",""
"AD-001","AD","select ligand_test, organic","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","PASS","2","0","","","true","verification/selection-exhaustive/evidence/AD/AD-001__PASS.png","2048",""
"AD-002","AD","select pocket_test, byres (polymer.protein within 4 of ligand_test)","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","PASS","8","0","","","true","verification/selection-exhaustive/evidence/AD/AD-002__PASS.png","2251",""
"AD-003","AD","pocket_test and chain A","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","PASS","8","0","","","true","verification/selection-exhaustive/evidence/AD/AD-003__PASS.png","1500",""
"AD-004","AD","pocket_test and name CA","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","PASS","2","0","","","true","verification/selection-exhaustive/evidence/AD/AD-004__PASS.png","1409",""
"AD-005","AD","not pocket_test","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","PASS","4","12","","","true","verification/selection-exhaustive/evidence/AD/AD-005__PASS.png","1557",""
"AD-006","AD","bychain pocket_test","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","PASS","11","0","","","true","verification/selection-exhaustive/evidence/AD/AD-006__PASS.png","1387",""
"AE-001","AE","model mini-protein.pdb in model mini-protein.pdb","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AE/AE-001__PASS.png","1437",""
"AF-001","AF","model mini-protein.pdb like model mini-protein.pdb","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AF/AF-001__PASS.png","1576",""
"AG-001","AG","chain ZZZ","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AG/AG-001__EMPTY_VALID.png","632",""
"AG-002","AG","resi 999999","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AG/AG-002__EMPTY_VALID.png","674",""
"AG-003","AG","resn ZZZ","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AG/AG-003__EMPTY_VALID.png","693",""
"AG-004","AG","name DOESNOTEXIST","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AG/AG-004__EMPTY_VALID.png","473",""
"AG-005","AG","elem Xe","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AG/AG-005__EMPTY_VALID.png","307",""
"AG-006","AG","model does_not_exist","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AG/AG-006__EMPTY_VALID.png","309",""
"AG-007","AG","polymer.nucleic","tests/fixtures/mini-protein.pdb","MISSING_DEPENDENCY","IMPLEMENTED_WITH_LIMITATION","0","0","","","true","verification/selection-exhaustive/evidence/AG/AG-007__IMPLEMENTED_WITH_LIMITATION.png","263",""
"AG-008","AG","metals","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AG/AG-008__PASS.png","786",""
"AG-009","AG","hydrogens","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AG/AG-009__EMPTY_VALID.png","334",""
"AH-001","AH","chain","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-001__INVALID_EXPECTED.png","208",""
"AH-002","AH","resi","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-002__INVALID_EXPECTED.png","221",""
"AH-003","AH","name","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-003__INVALID_EXPECTED.png","240",""
"AH-004","AH","elem","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-004__INVALID_EXPECTED.png","221",""
"AH-005","AH","within 4 of","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-005__INVALID_EXPECTED.png","210",""
"AH-006","AH","all within of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-006__INVALID_EXPECTED.png","228",""
"AH-007","AH","byres","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-007__INVALID_EXPECTED.png","225",""
"AH-008","AH","neighbor","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-008__INVALID_EXPECTED.png","221",""
"AH-009","AH","extend","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-009__INVALID_EXPECTED.png","218",""
"AH-010","AH","all and","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-010__INVALID_EXPECTED.png","236",""
"AH-011","AH","or all","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-011__INVALID_EXPECTED.png","251",""
"AH-012","AH","not","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-012__INVALID_EXPECTED.png","230",""
"AH-013","AH","((chain A)","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","PASS","","0","","","true","verification/selection-exhaustive/evidence/AH/AH-013__PASS.png","237",""
"AH-014","AH","chain A))","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","PASS","","0","","","true","verification/selection-exhaustive/evidence/AH/AH-014__PASS.png","252",""
"AH-015","AH","resi abc---","tests/fixtures/mini-protein.pdb","INVALID_VALUE","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-015__EMPTY_VALID.png","254",""
"AH-016","AH","b <","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-016__INVALID_EXPECTED.png","249",""
"AH-017","AH","q >","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-017__INVALID_EXPECTED.png","244",""
"AH-018","AH","unknown_selector_xyz","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-018__INVALID_EXPECTED.png","236",""
"AH-019","AH","chain A and and name CA","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AH/AH-019__INVALID_EXPECTED.png","218",""
"AI-001","AI","all within -1 of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AI/AI-001__INVALID_EXPECTED.png","209",""
"AI-002","AI","all within NaN of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AI/AI-002__INVALID_EXPECTED.png","212",""
"AI-003","AI","all within Infinity of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AI/AI-003__INVALID_EXPECTED.png","236",""
"AI-004","AI","all within abc of organic","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AI/AI-004__INVALID_EXPECTED.png","217",""
"AI-005","AI","organic expand -2","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/AI/AI-005__INVALID_EXPECTED.png","201",""
"AI-006","AI","resi 4--9","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AI/AI-006__EMPTY_VALID.png","284",""
"AJ-001","AJ","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AJ/AJ-001__PASS.png","988",""
"AJ-002","AJ","chain    A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AJ/AJ-002__PASS.png","1460",""
"AJ-003","AJ","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AJ/AJ-003__PASS.png","1361",""
"AJ-004","AJ","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AJ/AJ-004__PASS.png","975",""
"AJ-005","AJ","(chain A)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AJ/AJ-005__PASS.png","975",""
"AJ-006","AJ","( chain A )","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AJ/AJ-006__PASS.png","803",""
"AJ-007","AJ","polymer.protein and chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AJ/AJ-007__PASS.png","990",""
"AJ-008","AJ","polymer.protein    and    chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AJ/AJ-008__PASS.png","819",""
"AK-001","AK","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AK/AK-001__PASS.png","758",""
"AK-002","AK","CHAIN A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AK/AK-002__PASS.png","778",""
"AK-003","AK","Chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AK/AK-003__PASS.png","711",""
"AL-001","AL","byres (polymer.protein within 4.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AL/AL-001__PASS.png","825",""
"AL-002","AL","byres ((polymer.protein and chain A) within 4.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AL/AL-002__PASS.png","794",""
"AL-003","AL","byres ((polymer.protein and not resn GLY) within 4.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/AL/AL-003__PASS.png","801",""
"AL-004","AL","byres (polymer.protein within 4.0 of (organic and elem O+N))","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AL/AL-004__EMPTY_VALID.png","317",""
"AL-005","AL","(byres (polymer.protein within 4.0 of organic)) and name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AL/AL-005__PASS.png","764",""
"AM-001","AM","polymer.protein and backbone","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AM/AM-001__PASS.png","705",""
"AM-002","AM","polymer.protein and sidechain","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AM/AM-002__EMPTY_VALID.png","299",""
"AM-003","AM","(polymer.protein and backbone) or (polymer.protein and sidechain)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AM/AM-003__PASS.png","766",""
"AN-001","AN","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AN/AN-001__PASS.png","817",""
"AN-002","AN","organic and elem C","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AN/AN-002__PASS.png","787",""
"AN-003","AN","organic and elem N","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AN/AN-003__EMPTY_VALID.png","347",""
"AN-004","AN","organic and elem O","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AN/AN-004__PASS.png","817",""
"AN-005","AN","organic and donors","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AN/AN-005__PASS.png","819",""
"AN-006","AN","organic and acceptors","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AN/AN-006__PASS.png","762",""
