test_id,category,query,fixture,expected_classification,actual_classification,actual_count,programmatic_count,mole_hash,canonical_sha256,visual_pass,screenshot,duration_ms,notes
"AV-017-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AV/AV-017-05__PASS.png","757",""
"AV-017-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-017-06__EMPTY_VALID.png","396",""
"AV-018-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-018-01__EMPTY_VALID.png","368",""
"AV-018-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-018-02__EMPTY_VALID.png","345",""
"AV-018-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AV/AV-018-03__PASS.png","763",""
"AV-018-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-018-04__EMPTY_VALID.png","347",""
"AV-018-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AV/AV-018-05__PASS.png","774",""
"AV-018-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-018-06__EMPTY_VALID.png","345",""
"AV-019-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-019-01__EMPTY_VALID.png","368",""
"AV-019-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-019-02__EMPTY_VALID.png","378",""
"AV-019-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AV/AV-019-03__PASS.png","912",""
"AV-019-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-019-04__EMPTY_VALID.png","387",""
"AV-019-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AV/AV-019-05__PASS.png","799",""
"AV-019-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-019-06__EMPTY_VALID.png","335",""
"AV-020-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-020-01__EMPTY_VALID.png","354",""
"AV-020-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-020-02__EMPTY_VALID.png","377",""
"AV-020-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AV/AV-020-03__PASS.png","807",""
"AV-020-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-020-04__EMPTY_VALID.png","383",""
"AV-020-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AV/AV-020-05__PASS.png","860",""
"AV-020-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AV/AV-020-06__EMPTY_VALID.png","362",""
"AW-001-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-001-001__PASS.png","828",""
"AW-001-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-001-002__PASS.png","801",""
"AW-001-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-001-003__EMPTY_VALID.png","388",""
"AW-001-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-001-004__PASS.png","776",""
"AW-001-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-001-005__PASS.png","912",""
"AW-001-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-001-006__PASS.png","1066",""
"AW-001-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-001-007__EMPTY_VALID.png","371",""
"AW-001-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-001-008__PASS.png","922",""
"AW-002-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-002-001__PASS.png","932",""
"AW-002-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-002-002__PASS.png","889",""
"AW-002-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-002-003__EMPTY_VALID.png","396",""
"AW-002-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-002-004__PASS.png","924",""
"AW-002-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-002-005__PASS.png","839",""
"AW-002-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-002-006__PASS.png","1259",""
"AW-002-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-002-007__EMPTY_VALID.png","502",""
"AW-002-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-002-008__PASS.png","1038",""
"AW-003-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-003-001__PASS.png","1079",""
"AW-003-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-003-002__PASS.png","768",""
"AW-003-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-003-003__EMPTY_VALID.png","370",""
"AW-003-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-003-004__PASS.png","814",""
"AW-003-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-003-005__PASS.png","826",""
"AW-003-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-003-006__PASS.png","1238",""
"AW-003-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-003-007__EMPTY_VALID.png","411",""
"AW-003-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-003-008__PASS.png","895",""
"AW-004-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-004-001__PASS.png","827",""
"AW-004-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-004-002__PASS.png","795",""
"AW-004-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-004-003__EMPTY_VALID.png","374",""
"AW-004-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-004-004__PASS.png","855",""
"AW-004-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-004-005__PASS.png","834",""
"AW-004-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-004-006__PASS.png","1172",""
"AW-004-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-004-007__EMPTY_VALID.png","363",""
"AW-004-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-004-008__PASS.png","882",""
"AW-005-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-005-001__PASS.png","877",""
"AW-005-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-005-002__PASS.png","757",""
"AW-005-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-005-003__EMPTY_VALID.png","654",""
"AW-005-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-005-004__PASS.png","1355",""
"AW-005-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-005-005__PASS.png","1478",""
"AW-005-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-005-006__PASS.png","1852",""
"AW-005-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-005-007__EMPTY_VALID.png","484",""
"AW-005-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-005-008__PASS.png","840",""
"AW-006-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-006-001__PASS.png","797",""
"AW-006-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-006-002__PASS.png","824",""
"AW-006-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-006-003__EMPTY_VALID.png","437",""
"AW-006-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-006-004__PASS.png","823",""
"AW-006-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-006-005__PASS.png","1026",""
"AW-006-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-006-006__PASS.png","1989",""
"AW-006-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-006-007__EMPTY_VALID.png","757",""
"AW-006-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-006-008__PASS.png","1430",""
"AW-007-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-007-001__PASS.png","1531",""
"AW-007-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-007-002__PASS.png","1377",""
"AW-007-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-007-003__EMPTY_VALID.png","656",""
"AW-007-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-007-004__PASS.png","1372",""
"AW-007-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-007-005__PASS.png","1333",""
"AW-007-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-007-006__PASS.png","2018",""
"AW-007-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-007-007__EMPTY_VALID.png","520",""
"AW-007-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-007-008__PASS.png","845",""
"AW-008-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-008-001__PASS.png","817",""
"AW-008-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-008-002__PASS.png","839",""
"AW-008-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-008-003__EMPTY_VALID.png","359",""
"AW-008-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-008-004__PASS.png","890",""
"AW-008-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-008-005__PASS.png","1154",""
"AW-008-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-008-006__PASS.png","1180",""
"AW-008-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-008-007__EMPTY_VALID.png","334",""
"AW-008-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-008-008__PASS.png","784",""
"AW-009-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-009-001__PASS.png","777",""
"AW-009-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-009-002__PASS.png","900",""
"AW-009-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-009-003__EMPTY_VALID.png","459",""
"AW-009-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-009-004__PASS.png","976",""
"AW-009-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-009-005__PASS.png","976",""
"AW-009-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-009-006__PASS.png","1436",""
"AW-009-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-009-007__EMPTY_VALID.png","401",""
"AW-009-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-009-008__PASS.png","1077",""
"AW-010-001","AW","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AW/AW-010-001__PASS.png","1036",""
"AW-010-002","AW","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-010-002__PASS.png","1164",""
"AW-010-003","AW","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-010-003__EMPTY_VALID.png","559",""
"AW-010-004","AW","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/AW/AW-010-004__PASS.png","1233",""
"AW-010-005","AW","solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/AW/AW-010-005__PASS.png","1315",""
"AW-010-006","AW","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/AW/AW-010-006__PASS.png","1466",""
"AW-010-007","AW","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/AW/AW-010-007__EMPTY_VALID.png","367",""
"AW-010-008","AW","byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AW/AW-010-008__PASS.png","833",""
"AX-001","AX","select lig_test, organic; show sticks, lig_test","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","PASS","2","0","","","true","verification/selection-exhaustive/evidence/AX/AX-001__PASS.png","1167",""
"AX-002","AX","select pocket, byres (polymer.protein within 4.0 of organic); show sticks, pocket; color yellow, pocket","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","PASS","8","0","","","true","verification/selection-exhaustive/evidence/AX/AX-002__PASS.png","1314",""
"AX-003","AX","select a, chain A; show spheres, a; hide spheres, a; show sticks, a","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","PASS","11","0","","","true","verification/selection-exhaustive/evidence/AX/AX-003__PASS.png","1265",""
"AY-001","AY","select a, chain A; BADCOMMAND; color red, a","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","PASS","11","","","","true","verification/selection-exhaustive/evidence/AY/AY-001__PASS.png","1229",""
"AZ-001","AZ","model mini-protein.pdb and polymer.protein and chain A and (resn ALA or resn GLY or resn SER or resn THR) and not name H* and not solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/AZ/AZ-001__PASS.png","882",""
"AZ-002","AZ","((polymer.protein and chain A) or (organic and elem O)) and not solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","9","9","","","true","verification/selection-exhaustive/evidence/AZ/AZ-002__PASS.png","1518",""
"AZ-003","AZ","not (not (not (not (not (not chain A)))))","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/AZ/AZ-003__PASS.png","1428",""
"B-001","B","model mini-protein.pdb","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/B/B-001__PASS.png","1424",""
"B-002","B","model mini-protein.pdb","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/B/B-002__PASS.png","1505",""
"B-003","B","model mini-protein.pdb or model mini-protein.pdb","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/B/B-003__PASS.png","1418",""
"B-004","B","model mini-protein.pdb and model mini-protein.pdb","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/B/B-004__PASS.png","1496",""
"B-005","B","not model mini-protein.pdb","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/B/B-005__EMPTY_VALID.png","765",""
"B-006","B","byobject (model mini-protein.pdb and name CA)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/B/B-006__PASS.png","1559",""
"BA-001","BA","select pocket, byres (polymer.protein within 4 of organic)","tests/fixtures/multistate.pdb","UNKNOWN_PROPERTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/BA/BA-001__EMPTY_VALID.png","5789",""
"BA-002","BA","rotate 15","tests/fixtures/multistate.pdb","COMMAND_HANDLED","INVALID_EXPECTED","0","","","","true","verification/selection-exhaustive/evidence/BA/BA-002__INVALID_EXPECTED.png","616",""
"BA-003","BA","pan 1","tests/fixtures/multistate.pdb","COMMAND_HANDLED","INVALID_EXPECTED","0","","","","true","verification/selection-exhaustive/evidence/BA/BA-003__INVALID_EXPECTED.png","561",""
"BA-004","BA","zoom 1","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","0","","","","true","verification/selection-exhaustive/evidence/BA/BA-004__PASS.png","1248",""
"BA-005","BA","fit","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","","","","","true","verification/selection-exhaustive/evidence/BA/BA-005__PASS.png","1329",""
"BA-006","BA","center","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","","","","","true","verification/selection-exhaustive/evidence/BA/BA-006__PASS.png","1300",""
"BA-007","BA","orient","tests/fixtures/multistate.pdb","COMMAND_HANDLED","INVALID_EXPECTED","0","","","","true","verification/selection-exhaustive/evidence/BA/BA-007__INVALID_EXPECTED.png","638",""
"BA-008","BA","perspective","tests/fixtures/multistate.pdb","COMMAND_HANDLED","INVALID_EXPECTED","0","","","","true","verification/selection-exhaustive/evidence/BA/BA-008__INVALID_EXPECTED.png","612",""
"BA-009","BA","orthographic","tests/fixtures/multistate.pdb","COMMAND_HANDLED","INVALID_EXPECTED","0","","","","true","verification/selection-exhaustive/evidence/BA/BA-009__INVALID_EXPECTED.png","606",""
"BB-001","BB","select pocket, byres (polymer.protein within 4 of organic)","tests/fixtures/multistate.pdb","UNKNOWN_PROPERTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/BB/BB-001__EMPTY_VALID.png","1439",""
"BB-002","BB","show cartoon, all","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","4","","","","true","verification/selection-exhaustive/evidence/BB/BB-002__PASS.png","1314",""
"BB-003","BB","show sticks, all","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","4","","","","true","verification/selection-exhaustive/evidence/BB/BB-003__PASS.png","1487",""
"BB-004","BB","show surface, all","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","4","","","","true","verification/selection-exhaustive/evidence/BB/BB-004__PASS.png","1413",""
"BB-005","BB","show mesh, all","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","4","","","","true","verification/selection-exhaustive/evidence/BB/BB-005__PASS.png","1381",""
"BB-006","BB","show spheres, all","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","4","","","","true","verification/selection-exhaustive/evidence/BB/BB-006__PASS.png","1373",""
"BB-007","BB","show lines, all","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","4","","","","true","verification/selection-exhaustive/evidence/BB/BB-007__PASS.png","1311",""
"BB-008","BB","show sticks, all","tests/fixtures/multistate.pdb","COMMAND_HANDLED","PASS","4","","","","true","verification/selection-exhaustive/evidence/BB/BB-008__PASS.png","1448",""
"BC-001","BC","select edit_target, index 2","tests/fixtures/r07-b2-topology.pdb","UNKNOWN_PROPERTY","PASS","1","0","","","true","verification/selection-exhaustive/evidence/BC/BC-001__PASS.png","4569",""
"BC-002","BC","remove index 2","tests/fixtures/r07-b2-topology.pdb","COMMAND_HANDLED","PASS","1","","","","true","verification/selection-exhaustive/evidence/BC/BC-002__PASS.png","8198",""
"BC-003","BC","edit_test","tests/fixtures/r07-b2-topology.pdb","COMMAND_HANDLED","PASS","","","","","true","verification/selection-exhaustive/evidence/BC/BC-003__PASS.png","7954",""
"BC-004","BC","undo","tests/fixtures/r07-b2-topology.pdb","COMMAND_HANDLED","PASS","","","","","true","verification/selection-exhaustive/evidence/BC/BC-004__PASS.png","8368",""
"BC-005","BC","edit_test","tests/fixtures/r07-b2-topology.pdb","COMMAND_HANDLED","PASS","","","","","true","verification/selection-exhaustive/evidence/BC/BC-005__PASS.png","7815",""
"BC-006","BC","redo","tests/fixtures/r07-b2-topology.pdb","COMMAND_HANDLED","PASS","","","","","true","verification/selection-exhaustive/evidence/BC/BC-006__PASS.png","8334",""
"BC-007","BC","edit_test","tests/fixtures/r07-b2-topology.pdb","COMMAND_HANDLED","PASS","","","","","true","verification/selection-exhaustive/evidence/BC/BC-007__PASS.png","7805",""
"BD-001","BD","select one, chain A","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","PASS","11","0","","","true","verification/selection-exhaustive/evidence/BD/BD-001__PASS.png","3578",""
"BD-002","BD","select two, organic","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","PASS","2","0","","","true","verification/selection-exhaustive/evidence/BD/BD-002__PASS.png","1411",""
"BD-003","BD","save","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","INVALID_EXPECTED","0","","","","true","verification/selection-exhaustive/evidence/BD/BD-003__INVALID_EXPECTED.png","302",""
"BD-004","BD","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/BD/BD-004__EMPTY_VALID.png","391",""
